Datetime,Close,Open,High,Low,Volume
2022-12-12 14:30:00+00:00,174.0,173.2100067138672,174.61990356445312,172.41000366210938,100218
2022-12-12 15:30:00+00:00,174.5500030517578,173.82000732421875,175.57000732421875,173.38999938964844,127123
2022-12-12 16:30:00+00:00,173.77999877929688,174.57000732421875,175.0,173.6300048828125,145997
2022-12-12 17:30:00+00:00,173.57000732421875,173.75999450683594,174.0500030517578,173.30999755859375,141722
2022-12-12 18:30:00+00:00,172.88999938964844,173.52000427246094,173.7100067138672,172.3300018310547,181308
2022-12-12 19:30:00+00:00,172.3000030517578,172.86000061035156,173.03500366210938,172.22000122070312,158105
2022-12-12 20:30:00+00:00,171.5800018310547,172.31500244140625,172.35000610351562,171.36000061035156,369751
2022-12-13 14:30:00+00:00,178.4199981689453,180.8699951171875,181.85000610351562,178.0,464768
2022-12-13 15:30:00+00:00,176.91000366210938,178.5500030517578,178.77000427246094,175.75999450683594,251174
2022-12-13 16:30:00+00:00,173.07000732421875,176.9250030517578,177.1300048828125,172.64999389648438,132012
2022-12-13 17:30:00+00:00,175.02000427246094,172.82000732421875,175.09829711914062,172.16000366210938,219918
2022-12-13 18:30:00+00:00,176.41000366210938,174.9499969482422,176.91000366210938,174.91000366210938,175872
2022-12-13 19:30:00+00:00,176.22000122070312,176.4600067138672,176.99000549316406,174.9550018310547,174551
2022-12-13 20:30:00+00:00,176.94000244140625,176.22000122070312,177.6300048828125,176.093994140625,320136
2022-12-14 14:30:00+00:00,180.67999267578125,176.7100067138672,181.25999450683594,176.7100067138672,192373
2022-12-14 15:30:00+00:00,179.625,180.7926025390625,181.1300048828125,179.61000061035156,137915
2022-12-14 16:30:00+00:00,178.42999267578125,179.5,179.5,177.99000549316406,148777
2022-12-14 17:30:00+00:00,178.8000030517578,178.4149932861328,178.94000244140625,178.2283935546875,91829
2022-12-14 18:30:00+00:00,177.11500549316406,178.73500061035156,179.02000427246094,175.7899932861328,136483
2022-12-14 19:30:00+00:00,176.27999877929688,177.0399932861328,178.75999450683594,175.39239501953125,149533
2022-12-14 20:30:00+00:00,175.9600067138672,176.2050018310547,177.49000549316406,175.66000366210938,211179
2022-12-15 14:30:00+00:00,171.2449951171875,172.64999389648438,173.9499969482422,171.0500030517578,172537
2022-12-15 15:30:00+00:00,171.48500061035156,171.2449951171875,171.77999877929688,170.3800048828125,145866
2022-12-15 16:30:00+00:00,172.0,171.4949951171875,172.5399932861328,171.27000427246094,85202
2022-12-15 17:30:00+00:00,171.05499267578125,172.0,172.25999450683594,170.72000122070312,93439
2022-12-15 18:30:00+00:00,170.25,170.99000549316406,171.1199951171875,170.25,93168
2022-12-15 19:30:00+00:00,170.0800018310547,170.23500061035156,170.4600067138672,169.52999877929688,171409
2022-12-15 20:30:00+00:00,169.69000244140625,170.0800018310547,170.11000061035156,169.22000122070312,349527
2022-12-16 14:30:00+00:00,166.65499877929688,167.75,169.02000427246094,166.65499877929688,117957
2022-12-16 15:30:00+00:00,166.7100067138672,166.6300048828125,167.2100067138672,166.3000030517578,93654
2022-12-16 16:30:00+00:00,167.75999450683594,166.7100067138672,168.0,166.5800018310547,82138
2022-12-16 17:30:00+00:00,168.375,167.69500732421875,168.5,167.49000549316406,86830
2022-12-16 18:30:00+00:00,168.49000549316406,168.30999755859375,168.92999267578125,168.2100067138672,68236
2022-12-16 19:30:00+00:00,169.375,168.4199981689453,169.5,168.25999450683594,92053
2022-12-16 20:30:00+00:00,168.25999450683594,169.36500549316406,169.61000061035156,168.1999969482422,239505
2022-12-19 14:30:00+00:00,167.4149932861328,168.57000732421875,168.57000732421875,165.36000061035156,127777
2022-12-19 15:30:00+00:00,166.75,167.47000122070312,167.53790283203125,165.5399932861328,120615
2022-12-19 16:30:00+00:00,166.5500030517578,166.6300048828125,167.14999389648438,166.38499450683594,101177
2022-12-19 17:30:00+00:00,167.42999267578125,166.5500030517578,168.27999877929688,166.4199981689453,148534
2022-12-19 18:30:00+00:00,166.77000427246094,167.5500030517578,167.60000610351562,166.26499938964844,68163
2022-12-19 19:30:00+00:00,167.13999938964844,166.74000549316406,167.60000610351562,166.6300048828125,80911
2022-12-19 20:30:00+00:00,167.17999267578125,167.19000244140625,167.4600067138672,166.5,207110
2022-12-20 14:30:00+00:00,164.6699981689453,165.25999450683594,166.5,162.02000427246094,164749
2022-12-20 15:30:00+00:00,163.97500610351562,164.86000061035156,165.97000122070312,163.39500427246094,162941
2022-12-20 16:30:00+00:00,165.27000427246094,164.02999877929688,165.6649932861328,163.30999755859375,105729
2022-12-20 17:30:00+00:00,164.43499755859375,165.25,165.25,163.9199981689453,163823
2022-12-20 18:30:00+00:00,165.0377960205078,164.47000122070312,165.52000427246094,164.32000732421875,219123
2022-12-20 19:30:00+00:00,164.44000244140625,165.11000061035156,165.4499969482422,164.05999755859375,93706
2022-12-20 20:30:00+00:00,164.4199981689453,164.44000244140625,164.75999450683594,164.0399932861328,294760
2022-12-21 14:30:00+00:00,165.75999450683594,163.9199981689453,166.13999938964844,163.57470703125,151501
2022-12-21 15:30:00+00:00,167.82000732421875,165.92999267578125,167.91000366210938,165.77000427246094,96023
2022-12-21 16:30:00+00:00,166.9600067138672,167.75,168.19000244140625,166.5850067138672,93624
2022-12-21 17:30:00+00:00,167.14999389648438,167.05999755859375,167.2100067138672,166.63999938964844,96505
2022-12-21 18:30:00+00:00,167.4499969482422,167.0800018310547,167.69000244140625,166.92999267578125,83962
2022-12-21 19:30:00+00:00,166.33999633789062,167.4499969482422,167.6300048828125,166.33999633789062,94949
2022-12-21 20:30:00+00:00,167.5,166.33999633789062,167.50999450683594,166.1999969482422,287438
2022-12-22 14:30:00+00:00,164.39999389648438,165.66000366210938,166.99000549316406,163.69000244140625,135763
2022-12-22 15:30:00+00:00,164.64999389648438,164.1699981689453,165.19000244140625,163.49000549316406,85571
2022-12-22 16:30:00+00:00,164.375,164.6300048828125,164.80999755859375,163.9499969482422,76432
2022-12-22 17:30:00+00:00,162.2624969482422,164.27000427246094,164.27499389648438,162.0,104094
2022-12-22 18:30:00+00:00,162.99000549316406,162.2100067138672,163.3300018310547,162.0800018310547,79732
2022-12-22 19:30:00+00:00,163.75,162.89999389648438,163.86500549316406,162.36000061035156,162607
2022-12-22 20:30:00+00:00,163.9600067138672,163.8300018310547,164.17999267578125,163.1300048828125,473283
2022-12-23 14:30:00+00:00,162.75999450683594,162.97999572753906,163.91000366210938,161.19000244140625,133578
2022-12-23 15:30:00+00:00,162.10000610351562,162.6300048828125,163.36000061035156,161.74000549316406,78962
2022-12-23 16:30:00+00:00,162.21499633789062,162.2100067138672,162.49000549316406,161.82000732421875,53175
2022-12-23 17:30:00+00:00,161.77000427246094,162.2100067138672,162.6699981689453,161.73500061035156,39429
2022-12-23 18:30:00+00:00,161.25,161.7550048828125,161.8699951171875,160.97999572753906,108971
2022-12-23 19:30:00+00:00,161.0,161.33999633789062,161.55999755859375,160.89999389648438,138325
2022-12-23 20:30:00+00:00,160.77000427246094,161.00999450683594,161.02999877929688,160.5500030517578,265491
2022-12-27 14:30:00+00:00,159.69000244140625,160.0800018310547,160.0800018310547,157.3699951171875,124991
2022-12-27 15:30:00+00:00,159.63999938964844,159.5800018310547,159.97000122070312,159.11000061035156,86710
2022-12-27 16:30:00+00:00,158.85499572753906,159.61500549316406,159.61500549316406,158.6699981689453,165322
2022-12-27 17:30:00+00:00,158.8249969482422,158.85499572753906,159.25999450683594,158.3303985595703,87722
2022-12-27 18:30:00+00:00,158.78500366210938,158.75,159.0399932861328,158.1699981689453,92916
2022-12-27 19:30:00+00:00,159.0,158.86000061035156,159.1999969482422,158.74000549316406,127750
2022-12-27 20:30:00+00:00,158.83999633789062,159.0449981689453,159.52999877929688,158.77000427246094,209466
2022-12-28 14:30:00+00:00,159.88999938964844,157.9199981689453,160.47500610351562,157.14999389648438,124836
2022-12-28 15:30:00+00:00,159.10499572753906,159.9199981689453,160.0,159.0709991455078,77479
2022-12-28 16:30:00+00:00,159.16000366210938,159.19500732421875,159.19500732421875,158.62600708007812,58547
2022-12-28 17:30:00+00:00,159.9149932861328,159.1649932861328,160.52999877929688,159.1199951171875,65279
2022-12-28 18:30:00+00:00,159.61000061035156,159.83999633789062,160.1699981689453,159.57000732421875,66051
2022-12-28 19:30:00+00:00,160.6300048828125,159.57000732421875,160.7100067138672,159.30999755859375,123466
2022-12-28 20:30:00+00:00,160.9199981689453,160.6300048828125,161.08999633789062,160.5,193944
2022-12-29 14:30:00+00:00,162.83999633789062,162.33999633789062,163.30999755859375,161.72000122070312,135329
2022-12-29 15:30:00+00:00,162.75,162.76950073242188,163.64930725097656,162.30999755859375,195037
2022-12-29 16:30:00+00:00,164.08999633789062,162.8249969482422,164.75999450683594,162.68499755859375,100130
2022-12-29 17:30:00+00:00,163.83999633789062,164.0290985107422,164.23399353027344,163.41659545898438,38881
2022-12-29 18:30:00+00:00,163.658203125,163.85000610351562,163.8804931640625,163.3699951171875,33714
2022-12-29 19:30:00+00:00,163.49000549316406,163.7100067138672,163.77999877929688,163.35000610351562,42191
2022-12-29 20:30:00+00:00,163.14999389648438,163.52999877929688,163.7899932861328,162.92999267578125,124055
2022-12-30 14:30:00+00:00,160.1699981689453,160.42999267578125,161.64999389648438,158.25050354003906,186588
2022-12-30 15:30:00+00:00,159.66000366210938,159.97000122070312,161.0749969482422,159.58999633789062,93636
2022-12-30 16:30:00+00:00,159.92999267578125,159.6999969482422,161.01620483398438,159.63499450683594,73394
2022-12-30 17:30:00+00:00,159.6199951171875,160.0500030517578,160.30999755859375,159.50999450683594,88635
2022-12-30 18:30:00+00:00,159.1699981689453,159.57000732421875,159.8800048828125,158.92999267578125,82728
2022-12-30 19:30:00+00:00,160.6699981689453,159.32000732421875,160.99000549316406,159.30999755859375,51401
2022-12-30 20:30:00+00:00,161.3300018310547,160.74000549316406,161.47000122070312,159.60000610351562,213181
2023-01-03 14:30:00+00:00,160.143798828125,163.6300048828125,164.01499938964844,159.84500122070312,132737
2023-01-03 15:30:00+00:00,160.02000427246094,160.09500122070312,160.77000427246094,159.20399475097656,79716
2023-01-03 16:30:00+00:00,159.18629455566406,159.9250030517578,159.9250030517578,158.75,96390
2023-01-03 17:30:00+00:00,160.02999877929688,159.22000122070312,160.048095703125,158.88999938964844,70486
2023-01-03 18:30:00+00:00,159.9199981689453,160.0749969482422,160.25,159.61000061035156,95132
2023-01-03 19:30:00+00:00,159.60499572753906,159.90499877929688,160.36500549316406,159.47999572753906,93548
2023-01-03 20:30:00+00:00,159.5500030517578,159.64500427246094,159.8800048828125,159.1750030517578,144008
2023-01-04 14:30:00+00:00,163.07000732421875,164.3000030517578,164.74000549316406,162.27499389648438,223419
2023-01-04 15:30:00+00:00,164.5,163.12249755859375,165.94000244140625,162.7100067138672,153482
2023-01-04 16:30:00+00:00,165.17999267578125,164.52999877929688,165.6999969482422,164.52000427246094,95980
2023-01-04 17:30:00+00:00,165.7899932861328,165.17999267578125,165.85000610351562,164.75999450683594,104141
2023-01-04 18:30:00+00:00,164.89999389648438,165.80499267578125,166.41000366210938,164.72000122070312,137231
2023-01-04 19:30:00+00:00,166.1699981689453,164.77999877929688,166.4250030517578,164.77999877929688,148230
2023-01-04 20:30:00+00:00,166.42999267578125,166.0500030517578,166.42999267578125,164.69000244140625,282445
2023-01-05 14:30:00+00:00,162.4149932861328,164.50999450683594,164.9550018310547,161.1699981689453,150974
2023-01-05 15:30:00+00:00,160.58999633789062,162.27999877929688,162.53500366210938,160.41000366210938,69556
2023-01-05 16:30:00+00:00,161.07000732421875,160.58999633789062,161.64999389648438,160.50999450683594,69753
2023-01-05 17:30:00+00:00,161.49000549316406,161.08999633789062,161.7100067138672,160.52000427246094,52826
2023-01-05 18:30:00+00:00,162.05999755859375,161.52999877929688,162.3699951171875,161.46580505371094,57309
2023-01-05 19:30:00+00:00,160.67999267578125,162.01499938964844,162.77999877929688,160.55499267578125,109172
2023-01-05 20:30:00+00:00,161.08999633789062,160.64999389648438,161.27499389648438,160.5800018310547,239239
2023-01-06 14:30:00+00:00,159.31500244140625,161.75999450683594,161.96310424804688,157.0,129177
2023-01-06 15:30:00+00:00,160.5399932861328,159.5800018310547,161.0749969482422,159.57000732421875,92171
2023-01-06 16:30:00+00:00,160.85000610351562,160.49000549316406,161.7899932861328,160.24000549316406,55760
2023-01-06 17:30:00+00:00,160.3699951171875,160.9600067138672,160.97000122070312,159.5500030517578,73051
2023-01-06 18:30:00+00:00,161.0399932861328,160.3300018310547,161.7449951171875,160.2899932861328,68094
2023-01-06 19:30:00+00:00,160.00999450683594,161.0399932861328,161.50999450683594,159.97000122070312,73079
2023-01-06 20:30:00+00:00,159.60000610351562,160.02999877929688,160.35499572753906,159.08999633789062,148918
